29.72;0.004201887385725463;0.018579426104952265;-0.030686973036201572;-5.617835240924825e-07;-3.1337757280615865e-06;-0.09645006496534823;0.9953378245390075
29.766;0.004208818800947364;0.01860026516800013;-0.030686973034859566;-5.621279580060023e-07;-3.1336923757780296e-06;-0.09656096409033169;0.9953270719737355
29.866;0.004229641142812647;0.018662773035219682;-0.03068697302883706;-5.63173738512356e-07;-3.133436352107504e-06;-0.09689365203210061;0.9952947403587274
29.96;0.004243546113578469;0.018704437168088877;-0.030686973025739746;-5.638660526907083e-07;-3.133267705692085e-06;-0.09711543612070034;0.9952731243517787
30.057;0.004264438676279179;0.018766921679832738;-0.030686973020208005;-5.649115604292114e-07;-3.1330192259645415e-06;-0.09744810042129735;0.9952406079507337
30.154;0.004285373357482527;0.018829392142061255;-0.030686973015104174;-5.659539252662896e-07;-3.132763289393988e-06;-0.09778075049356247;0.9952079806868418
30.247;0.004306350146689635;0.01889184852800138;-0.030686973008438555;-5.669996154537212e-07;-3.132506337704486e-06;-0.09811338630609626;0.9951752425665628
30.339;0.004320358060933813;0.018933478284848346;-0.030686973004890566;-5.676935301136197e-07;-3.1323355827758455e-06;-0.0983351355765475;0.9951533555693858
30.423;0.004341405006663341;0.01899591114977453;-0.030686973000901466;-5.687341255408248e-07;-3.1320846166536495e-06;-0.09866774755197441;0.9951204327029399
30.521;0.0043624940322575185;0.019058329866090972;-0.03068697299451077;-5.697791366624076e-07;-3.131829733042978e-06;-0.0990003451819382;0.9950873989975575
30.611;0.00437657675511013;0.019099934470053488;-0.03068697299108595;-5.704737100894185e-07;-3.131659961857668e-06;-0.09922206894977162;0.9950653149533422
30.704;0.00439773589026206;0.019162329545270404;-0.030686972986647076;-5.715160455682274e-07;-3.1314045305991787e-06;-0.09955464259953595;0.9950320965309343
30.801;0.00441893707701841;0.01922471039991108;-0.030686972979904803;-5.725615469095201e-07;-3.131146259507891e-06;-0.09988720181816813;0.9949987672870779
30.896;0.004440180304700709;0.019287077006364395;-0.030686972975255862;-5.736013790732216e-07;-3.1308920326163324e-06;-0.10021974657397224;0.9949653272282994
